file,orig_split,group,label
E:\437 project\dataset\train\fake\fake_25312_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25313_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25315_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25316_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25317_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25318_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25319_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25321_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25322_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25323_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25324_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25325_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25327_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25328_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25329_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25330_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25331_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25333_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25334_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25335_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25336_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25337_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25339_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25340_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25341_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25342_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25343_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25345_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25346_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25347_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25348_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25349_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25351_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25352_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25353_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25354_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25355_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25357_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25358_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25359_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25360_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25361_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25363_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25364_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25365_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25366_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25367_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25369_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25370_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25371_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25372_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25373_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25375_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25376_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25377_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25378_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25379_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25381_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25382_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25383_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25384_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25385_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25387_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25388_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25389_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25390_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25391_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25393_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25394_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25395_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25396_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25397_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25399_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25400_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25401_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25402_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25403_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25405_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25406_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25407_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25408_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25409_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25411_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25412_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25413_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25414_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25415_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25417_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25418_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25419_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25420_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25421_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25423_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25424_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25425_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25426_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25427_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25429_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25430_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25431_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25432_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25433_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25435_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25436_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25437_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25438_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25439_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25441_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25442_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25443_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25444_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25445_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25447_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25448_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25449_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25450_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25451_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25453_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25454_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25455_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25456_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25457_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25459_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25460_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25461_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25462_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25463_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25465_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25466_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25467_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25468_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25469_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25471_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25472_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25473_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25474_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25475_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25477_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25478_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25479_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25480_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25481_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25483_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25484_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25485_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25486_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25487_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25489_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25490_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25491_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25492_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25493_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25495_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25496_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25497_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25498_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25499_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25501_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25502_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25503_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25504_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25505_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25507_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25508_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25509_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25510_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25511_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25513_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25514_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25515_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25516_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25517_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25519_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25520_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25521_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25522_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25523_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25525_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25526_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25527_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25528_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25529_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25531_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25532_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25533_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25534_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25535_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25537_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25538_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25539_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25540_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25541_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25543_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25544_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25545_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25546_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25547_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25549_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25550_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25551_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25552_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25553_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25555_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25556_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25557_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25558_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25559_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25561_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25562_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25563_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25564_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25565_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25567_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25568_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25569_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25570_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25571_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25573_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25574_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25575_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25576_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25577_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25579_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25580_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25581_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25582_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25583_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25585_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25586_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25587_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25588_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25589_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25591_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25592_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25593_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25594_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25595_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25597_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25598_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25599_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25600_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25601_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25603_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25604_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25605_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25606_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25607_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25609_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25610_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25611_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25612_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25613_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25615_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25616_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25617_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25618_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25619_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25621_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25622_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25623_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25624_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25625_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25627_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25628_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25629_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25630_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25631_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25633_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25634_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25635_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25636_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25637_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25639_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25640_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25641_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25642_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25643_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25645_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25646_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25647_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25648_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25649_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25651_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25652_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25653_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25654_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25655_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25657_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25658_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25659_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25660_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25661_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25663_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25664_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25665_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25666_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25667_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25669_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25670_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25671_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25672_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25673_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25675_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25676_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25677_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25678_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25679_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25681_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25682_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25683_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25684_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25685_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25687_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25688_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25689_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25690_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25691_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25693_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25694_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25695_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25696_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25697_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25699_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25700_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25701_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25702_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25703_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25705_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25706_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25707_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25708_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25709_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25711_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25712_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25713_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25714_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25715_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25717_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25718_SDXL.jpg,train,fake,sdxl
E:\437 project\dataset\train\fake\fake_25719_SD3.jpg,train,fake,sd3
E:\437 project\dataset\train\fake\fake_25720_DALLE3.jpg,train,fake,dalle3
E:\437 project\dataset\train\fake\fake_25721_Midjourney.jpg,train,fake,midjourney
E:\437 project\dataset\train\fake\fake_25723_SD21.jpg,train,fake,sd21
E:\437 project\dataset\train\fake\fake_25724_SDXL.jpg,train,fake,sdxl
